pitch_id,game_played,pitcherside,hitterteam,hometeam,cleaned_description,hitter_perf,is_home,pa_outcome,wOBA
7044662,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.63273907,0,single,0.882
7044667,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.5205633,0,single,0.882
7044671,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.37306634,0,field_out,0.0
7044680,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,double,0.6131589,0,double,1.243
7044683,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.60357356,0,single,0.882
7044687,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.39318126,0,field_out,0.0
7044690,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.58674604,0,single,0.882
7044694,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,called_strike,-0.30195922,0,strikeout,0.0
7044700,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.5928232,1,single,0.882
7044706,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.39394554,1,walk,0.696
7044713,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.29264185,1,strikeout,0.0
7044714,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.5734314,1,single,0.882
7044719,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.36929932,1,field_out,0.0
7044723,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.33761325,1,strikeout,0.0
7044725,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.38344407,0,field_out,0.0
7044727,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.55306923,0,single,0.882
7044732,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,double,0.9661757,0,double,1.243
7044734,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,hit_by_pitch,0.08883932,0,hit_by_pitch,0.726
7044738,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.31799304,0,strikeout,0.0
7044742,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.36882597,0,field_out,0.0
7044746,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.27482408,1,strikeout,0.0
7044748,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.5612854,1,single,0.882
7044750,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.49663028,1,single,0.882
7044756,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.4885232,1,field_out,0.0
7044759,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.32291856,1,field_out,0.0
7044766,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.21133809,0,strikeout,0.0
7044771,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.54400545,0,single,0.882
7044777,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.3601067,0,strikeout,0.0
7044781,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,called_strike,-0.35066757,0,strikeout,0.0
7044787,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.45747846,1,field_out,0.0
7044788,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.32251018,1,field_out,0.0
7044792,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.5866277,1,single,0.882
7044793,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,home_run,1.7408851,1,home_run,2.004
7044796,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.5028494,1,single,0.882
7044797,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.344177,1,field_out,0.0
7044801,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.5269094,0,single,0.882
7044808,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.3220643,0,strikeout,0.0
7044809,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.5544413,0,single,0.882
7044813,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,out,-0.3050059,0,field_out,0.0
7044817,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.35853705,0,strikeout,0.0
7044824,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.534886,1,single,0.882
7044828,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,home_run,1.7665105,1,home_run,2.004
7044832,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.34548306,1,field_out,0.0
7044841,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.1389018,1,walk,0.696
7044843,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.35699618,1,field_out,0.0
7044848,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.2665949,0,strikeout,0.0
7044855,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.33399612,0,strikeout,0.0
7044857,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,out,-0.2937494,0,field_out,0.0
7044863,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,called_strike,-0.30502343,1,strikeout,0.0
7044868,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.30002367,1,field_out,0.0
7044873,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.24996667,1,strikeout,0.0
7044874,2023-03-30,L,Toronto Blue Jays,St. Louis Cardinals,single,0.5673166,0,single,0.882
7044878,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.29651162,0,strikeout,0.0
7044881,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.49797976,0,single,0.882
7044890,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.26365238,0,field_out,0.0
7044891,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.28385273,0,field_out,0.0
7044898,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,called_strike,0.06612651,1,strikeout,0.0
7044903,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.25058073,1,field_out,0.0
7044906,2023-03-30,L,St. Louis Cardinals,St. Louis Cardinals,single,0.59421927,1,single,0.882
7044908,2023-03-30,L,St. Louis Cardinals,St. Louis Cardinals,single,0.6430761,1,single,0.882
7044911,2023-03-30,L,St. Louis Cardinals,St. Louis Cardinals,single,0.54261196,1,single,0.882
7044916,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.4472967,1,field_out,0.0
7044922,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.3127813,0,field_out,0.0
7044927,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,double,0.8583176,0,double,1.243
7044930,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.5255532,0,single,0.882
7044937,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,ball,0.4764371,0,walk,0.696
7044939,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.31685126,0,field_out,0.0
7044942,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,single,0.54506576,1,single,0.882
7044947,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.20717685,1,walk,0.696
7044952,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.048627745,1,walk,0.696
7044954,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.3903964,1,field_out,0.0
7044955,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.32195443,1,field_out,0.0
7044958,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.37465474,1,field_out,0.0
7044961,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.5628982,0,single,0.882
7044963,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.6350805,0,single,0.882
7044967,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.6252772,0,single,0.882
7044975,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,swinging_strike,-0.16444126,0,strikeout,0.0
7044977,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.26839662,0,field_out,0.0
7044983,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,ball,0.42074734,0,walk,0.696
7044985,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.28272688,0,field_out,0.0
7044991,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.04536767,1,walk,0.696
7044994,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,double,1.0038478,1,double,1.243
7044997,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,double,0.85672706,1,double,1.243
7045000,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.30188355,1,field_out,0.0
7045001,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.28054667,1,field_out,0.0
7045005,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,ball,0.18731381,1,walk,0.696
7045007,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.31333423,1,field_out,0.0
7045011,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,ball,0.09429386,0,walk,0.696
7045015,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.61161417,0,single,0.882
7045020,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,single,0.35719675,0,single,0.882
7045027,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.08128085,0,field_out,0.0
7045030,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.27989864,0,field_out,0.0
7045032,2023-03-30,R,Toronto Blue Jays,St. Louis Cardinals,out,-0.3110682,0,field_out,0.0
7045035,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.24565089,1,strikeout,0.0
7045040,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,out,-0.42517132,1,field_out,0.0
7045044,2023-03-30,R,St. Louis Cardinals,St. Louis Cardinals,swinging_strike,-0.21833226,1,strikeout,0.0
7065024,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.2970095,0,field_out,0.0
7065029,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.4858109,0,single,0.882
7065031,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.57177097,0,single,0.882
7065035,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.20589733,0,strikeout,0.0
7065042,2023-03-30,R,Minnesota Twins,Kansas City Royals,ball,0.35019782,0,walk,0.696
7065044,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.27206618,0,field_out,0.0
7065050,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.26943493,1,field_out,0.0
7065055,2023-03-30,R,Kansas City Royals,Kansas City Royals,called_strike,-0.15615839,1,strikeout,0.0
7065057,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.26406997,1,field_out,0.0
7065059,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.60262275,0,single,0.882
7065064,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.27042398,0,field_out,0.0
7065068,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.25036478,0,strikeout,0.0
7065073,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.25932226,1,field_out,0.0
7065077,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.20109665,1,strikeout,0.0
7065080,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.26831335,1,strikeout,0.0
7065082,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.30277905,0,field_out,0.0
7065088,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.25898433,0,field_out,0.0
7065091,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.28194562,0,field_out,0.0
7065097,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.6656005,1,field_out,0.0
7065102,2023-03-30,R,Kansas City Royals,Kansas City Royals,ball,0.123032235,1,walk,0.696
7065106,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.32633913,1,field_out,0.0
7065111,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.27880335,1,strikeout,0.0
7065119,2023-03-30,R,Minnesota Twins,Kansas City Royals,called_strike,-0.20482579,0,strikeout,0.0
7065121,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.33515197,0,field_out,0.0
7065125,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.32271576,0,field_out,0.0
7065129,2023-03-30,R,Kansas City Royals,Kansas City Royals,ball,0.012653287,1,walk,0.696
7065130,2023-03-30,R,Kansas City Royals,Kansas City Royals,single,0.5740383,1,single,0.882
7065136,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.21368124,1,strikeout,0.0
7065140,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.38463086,1,strikeout,0.0
7065142,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.28586465,1,field_out,0.0
7065145,2023-03-30,R,Minnesota Twins,Kansas City Royals,called_strike,-0.26604453,0,strikeout,0.0
7065146,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.5880203,0,single,0.882
7065148,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.597623,0,single,0.882
7065153,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.30045196,0,field_out,0.0
7065156,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.33346885,0,field_out,0.0
7065160,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.22283486,1,strikeout,0.0
7065161,2023-03-30,R,Kansas City Royals,Kansas City Royals,double,0.9491914,1,double,1.243
7065163,2023-03-30,R,Kansas City Royals,Kansas City Royals,hit_by_pitch,0.34041464,1,hit_by_pitch,0.726
7065169,2023-03-30,R,Kansas City Royals,Kansas City Royals,ball,0.40067065,1,walk,0.696
7065175,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.31353614,1,field_out,0.0
7065180,2023-03-30,R,Minnesota Twins,Kansas City Royals,triple,1.2063577,0,triple,1.568
7065183,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.59759796,0,single,0.882
7065184,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.29294538,0,field_out,0.0
7065189,2023-03-30,L,Minnesota Twins,Kansas City Royals,ball,0.038017016,0,walk,0.696
7065194,2023-03-30,L,Minnesota Twins,Kansas City Royals,single,0.579622,0,single,0.882
7065201,2023-03-30,L,Minnesota Twins,Kansas City Royals,single,0.83327794,0,single,0.882
7065206,2023-03-30,L,Minnesota Twins,Kansas City Royals,swinging_strike,-0.33190116,0,strikeout,0.0
7065208,2023-03-30,L,Minnesota Twins,Kansas City Royals,out,-0.33506092,0,field_out,0.0
7065212,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.3157388,1,strikeout,0.0
7065217,2023-03-30,L,Kansas City Royals,Kansas City Royals,out,-0.3570154,1,field_out,0.0
7065221,2023-03-30,L,Kansas City Royals,Kansas City Royals,swinging_strike,-0.2467464,1,strikeout,0.0
7065224,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.3749734,0,field_out,0.0
7065227,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.3663855,0,field_out,0.0
7065233,2023-03-30,R,Minnesota Twins,Kansas City Royals,ball,0.038911704,0,walk,0.696
7065238,2023-03-30,R,Minnesota Twins,Kansas City Royals,ball,-0.018645577,0,walk,0.696
7065240,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.6194068,0,single,0.882
7065243,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.31250325,0,field_out,0.0
7065245,2023-03-30,L,Kansas City Royals,Kansas City Royals,out,-0.28101513,1,field_out,0.0
7065248,2023-03-30,R,Kansas City Royals,Kansas City Royals,called_strike,-0.3559121,1,strikeout,0.0
7065250,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.27237135,1,field_out,0.0
7065255,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.3022438,0,strikeout,0.0
7065259,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.30468222,0,strikeout,0.0
7065265,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.36482123,0,strikeout,0.0
7065266,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.31245238,1,field_out,0.0
7065271,2023-03-30,R,Kansas City Royals,Kansas City Royals,ball,0.48569134,1,walk,0.696
7065274,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.3347265,1,field_out,0.0
7065280,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.20299031,0,field_out,0.0
7065284,2023-03-30,R,Minnesota Twins,Kansas City Royals,swinging_strike,-0.25163788,0,strikeout,0.0
7065285,2023-03-30,R,Minnesota Twins,Kansas City Royals,single,0.5944874,0,single,0.882
7065289,2023-03-30,R,Minnesota Twins,Kansas City Royals,out,-0.2901946,0,field_out,0.0
7065293,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.26804146,1,field_out,0.0
7065300,2023-03-30,R,Kansas City Royals,Kansas City Royals,ball,0.49711502,1,walk,0.696
7065302,2023-03-30,R,Kansas City Royals,Kansas City Royals,out,-0.46281752,1,field_out,0.0
7065306,2023-03-30,R,Kansas City Royals,Kansas City Royals,swinging_strike,-0.33321878,1,strikeout,0.0
7066531,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.2832109,0,strikeout,0.0
7066536,2023-03-30,L,Colorado Rockies,San Diego Padres,double,0.9542977,0,double,1.243
7066538,2023-03-30,L,Colorado Rockies,San Diego Padres,single,0.55474836,0,single,0.882
7066542,2023-03-30,L,Colorado Rockies,San Diego Padres,single,0.6030626,0,single,0.882
7066548,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.38108012,0,strikeout,0.0
7066552,2023-03-30,L,Colorado Rockies,San Diego Padres,out,-0.18757734,0,field_out,0.0
7066554,2023-03-30,R,San Diego Padres,San Diego Padres,double,0.9208173,1,double,1.243
7066557,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.34319827,1,field_out,0.0
7066561,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.2846908,1,field_out,0.0
7066566,2023-03-30,R,San Diego Padres,San Diego Padres,double,0.92799914,1,double,1.243
7066570,2023-03-30,R,San Diego Padres,San Diego Padres,swinging_strike,-0.20704508,1,strikeout,0.0
7066576,2023-03-30,L,Colorado Rockies,San Diego Padres,ball,0.0038828093,0,walk,0.696
7066581,2023-03-30,L,Colorado Rockies,San Diego Padres,out,-0.3204563,0,field_out,0.0
7066587,2023-03-30,L,Colorado Rockies,San Diego Padres,called_strike,-0.17663391,0,strikeout,0.0
7066591,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.33587813,0,strikeout,0.0
7066601,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.16544186,1,strikeout,0.0
7066604,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.33260575,1,field_out,0.0
7066607,2023-03-30,L,Colorado Rockies,San Diego Padres,out,-0.30567804,0,field_out,0.0
7066611,2023-03-30,L,Colorado Rockies,San Diego Padres,double,0.9157406,0,double,1.243
7066617,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.37862235,0,strikeout,0.0
7066622,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.33251667,0,strikeout,0.0
7066629,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.2449279,0,strikeout,0.0
7066635,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.36052835,1,strikeout,0.0
7066638,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.41256294,1,field_out,0.0
7066641,2023-03-30,R,San Diego Padres,San Diego Padres,swinging_strike,-0.3284933,1,strikeout,0.0
7066642,2023-03-30,L,Colorado Rockies,San Diego Padres,out,-0.288786,0,field_out,0.0
7066648,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.24170896,0,strikeout,0.0
7066653,2023-03-30,L,Colorado Rockies,San Diego Padres,swinging_strike,-0.24040161,0,strikeout,0.0
7066655,2023-03-30,R,San Diego Padres,San Diego Padres,single,0.4823887,1,single,0.882
7066658,2023-03-30,R,San Diego Padres,San Diego Padres,double,0.92974967,1,double,1.243
7066663,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.2625228,1,field_out,0.0
7066666,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.36031157,1,field_out,0.0
7066670,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.32915157,1,field_out,0.0
7066676,2023-03-30,L,Colorado Rockies,San Diego Padres,single,0.36931404,0,single,0.882
7066679,2023-03-30,L,Colorado Rockies,San Diego Padres,out,-0.28680837,0,field_out,0.0
7066681,2023-03-30,L,Colorado Rockies,San Diego Padres,single,0.5778758,0,single,0.882
7066685,2023-03-30,R,Colorado Rockies,San Diego Padres,home_run,1.6888863,0,home_run,2.004
7066690,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.25795776,0,strikeout,0.0
7066692,2023-03-30,R,Colorado Rockies,San Diego Padres,out,-0.3955263,0,field_out,0.0
7066695,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.3428881,1,field_out,0.0
7066698,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.37230554,1,field_out,0.0
7066701,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.42349264,1,field_out,0.0
7066702,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.577293,0,single,0.882
7066705,2023-03-30,R,Colorado Rockies,San Diego Padres,out,-0.35952878,0,field_out,0.0
7066710,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.48494834,0,single,0.882
7066714,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.15371002,0,strikeout,0.0
7066718,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.602048,0,single,0.882
7066722,2023-03-30,R,Colorado Rockies,San Diego Padres,out,-0.3095339,0,field_out,0.0
7066726,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.33042288,1,field_out,0.0
7066731,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.38369107,1,strikeout,0.0
7066737,2023-03-30,R,San Diego Padres,San Diego Padres,single,0.55960953,1,single,0.882
7066742,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.35591286,1,field_out,0.0
7066743,2023-03-30,R,Colorado Rockies,San Diego Padres,home_run,1.775671,0,home_run,2.004
7066746,2023-03-30,R,Colorado Rockies,San Diego Padres,home_run,1.6969608,0,home_run,2.004
7066752,2023-03-30,R,Colorado Rockies,San Diego Padres,double,0.649612,0,double,1.243
7066755,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.345228,0,strikeout,0.0
7066759,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.39445153,0,strikeout,0.0
7066764,2023-03-30,R,Colorado Rockies,San Diego Padres,out,-0.3004988,0,field_out,0.0
7066766,2023-03-30,R,San Diego Padres,San Diego Padres,single,0.52875453,1,single,0.882
7066771,2023-03-30,R,San Diego Padres,San Diego Padres,single,0.5793836,1,single,0.882
7066777,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.51989764,1,strikeout,0.0
7066783,2023-03-30,R,San Diego Padres,San Diego Padres,swinging_strike,-0.30959004,1,strikeout,0.0
7066784,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.2710681,1,field_out,0.0
7066791,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.49713564,0,strikeout,0.0
7066796,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.513869,0,single,0.882
7066799,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.16986407,0,strikeout,0.0
7066804,2023-03-30,R,Colorado Rockies,San Diego Padres,double,1.0138822,0,double,1.243
7066808,2023-03-30,R,San Diego Padres,San Diego Padres,swinging_strike,-0.25046512,1,strikeout,0.0
7066814,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.32636428,1,strikeout,0.0
7066818,2023-03-30,R,San Diego Padres,San Diego Padres,called_strike,-0.28414002,1,strikeout,0.0
7066821,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.5586495,0,single,0.882
7066824,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.18627197,0,strikeout,0.0
7066829,2023-03-30,R,Colorado Rockies,San Diego Padres,swinging_strike,-0.20439444,0,strikeout,0.0
7066833,2023-03-30,R,Colorado Rockies,San Diego Padres,single,0.64723814,0,single,0.882
7066838,2023-03-30,R,Colorado Rockies,San Diego Padres,out,-0.21923077,0,field_out,0.0
7066841,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.30054986,1,field_out,0.0
7066846,2023-03-30,R,San Diego Padres,San Diego Padres,ball,0.11938671,1,walk,0.696
7066849,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.35803854,1,field_out,0.0
7066850,2023-03-30,R,San Diego Padres,San Diego Padres,out,-0.3527316,1,field_out,0.0
7068312,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.33955082,0,field_out,0.0
7068319,2023-03-30,L,Chicago White Sox,Houston Astros,single,0.4334666,0,single,0.882
7068321,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.39676368,0,field_out,0.0
7068322,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.33994818,0,field_out,0.0
7068325,2023-03-30,R,Houston Astros,Houston Astros,single,0.44359583,1,single,0.882
7068329,2023-03-30,R,Houston Astros,Houston Astros,swinging_strike,-0.28092712,1,strikeout,0.0
7068334,2023-03-30,R,Houston Astros,Houston Astros,swinging_strike,-0.3162848,1,strikeout,0.0
7068338,2023-03-30,R,Houston Astros,Houston Astros,swinging_strike,-0.20477913,1,strikeout,0.0
7068341,2023-03-30,L,Chicago White Sox,Houston Astros,called_strike,-0.3626685,0,strikeout,0.0
7068347,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.2671332,0,field_out,0.0
7068349,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.3432318,0,field_out,0.0
7068354,2023-03-30,R,Houston Astros,Houston Astros,called_strike,-0.2150431,1,strikeout,0.0
7068360,2023-03-30,R,Houston Astros,Houston Astros,out,-0.2936824,1,field_out,0.0
7068363,2023-03-30,R,Houston Astros,Houston Astros,called_strike,-0.32905653,1,strikeout,0.0
7068368,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.3908513,0,field_out,0.0
7068373,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.34475043,0,field_out,0.0
7068378,2023-03-30,L,Chicago White Sox,Houston Astros,double,0.7908214,0,double,1.243
7068385,2023-03-30,L,Chicago White Sox,Houston Astros,out,-0.44686025,0,field_out,0.0
7068389,2023-03-30,R,Houston Astros,Houston Astros,called_strike,-0.15382577,1,strikeout,0.0
7068394,2023-03-30,R,Houston Astros,Houston Astros,out,-0.29591572,1,field_out,0.0
7068399,2023-03-30,R,Houston Astros,Houston Astros,swinging_strike,-0.25379825,1,strikeout,0.0
